Logo,Nom,Secteur,Année de création,Label Date,Site web,Résumé,Founders,Courriel,Téléphone
undefined,Vitah,HealthTech,2021,Jun-21,,Une solution hybride hardware et software pour le monitoring des signes vitaux et la détection rapide d'anomalies ou problèmes de santé.,Mohamed Taha Ben MhenniIheb SahloulSaifeddine Ben Mhenni,n.a.,n.a.
undefined,Tap4glam,Commerce and shopping,2018,Jan-20,,Tap4glam est la premiere plateforme de reservation de services de beauté à la demande en tunisie en ligne ou mobile. L'uber de la beauté Tunisien.,Maya Touati,n.a.,n.a.
undefined,iFarming Solutions,Agritech,2022,Feb-23,,Mobile app for real time crop advisory,Rabeb FERSISamir CHEBILChahine FERSIYassine AWADNIRiadh JOMAA,contact@ifarming-solutions.com,52207808
undefined,Linkivia,HealthTech,2020,Mar-23,,"Linkivia est une plateforme de matching entre laboratoires d'analyses médicales fonctionnant en mode SAAS. Elle digitalise toute la chaine de valeur des échanges entre les laboratoires d'analyses médicales. Ces échanges sont:
 
 1-La sous-traitance d'analyses médicales entre eux: nous déchargeons nos clients de la gestion de la sous-traitance en offrant un process automatisé depuis l'enregistrement de la demande sur la plateforme jusqu'à la réception des résultats. Nous s'occupons aussi du transport des analyses du labo A vers le labo B avec tracking en temps réel de la température et de la demande.
 
 2-Les échanges de leurs produits consommables (principalement réactifs): nous offrons une Market Place avec la livraison et le tracking des produits échangés pour :
 D'une part les laboratoires vendeurs ayant un excédent de stock de consommable et dont la date de validité est imminente 
 et 
 D'autre part, les laboratoires acheteurs ayant un besoin en quantité adaptée à leurs activités et qui ne peuvent pas en procurer au prés des fournisseurs.",Khadija AttiaNaoufel Nabli,khadijaattia@linkivia.com,29511505
undefined,TAWA Digital Talents,Ad Tech and Creative Tech,2020,May-21,,TAWA Digital Talents est une plateforme de mise en relation entre Digital Content Creators et Annonceurs pour gérer des campagnes de Marketing et Communication,Mohamed Salah Mbarek,n.a.,n.a.
undefined,ZATEX,Consumer products and services,2020,May-20,,"ZATEX fournit une solution complète pour les systèmes de télémétrie et les logiciels de gestion, transformant ainsi                              le mode de fonctionnement des stations-services et des distributeurs de carburant.                              Les systèmes de jaugeage électroniques de ZATEX pour les stations services et les distributeurs de carburant                              améliorent la performance de l’entreprise.",Mohamed MaalejFaten MaalejHoussem Amara,n.a.,n.a.
undefined,Poly,Business Software and services,2025,Nov-25,,null,Mohamed Taha Stafares makki,n.a.,n.a.
undefined,PROSERVY,Business Software and services,2019,Dec-20,,Proservy est une solution qui permet aux entreprises de digitaliser et automatiser le métier de l'office management à travers une plateforme digitale dédiée.,Ahmed DridiWassim JouiniMohamed Elyes Ksontini,n.a.,n.a.
undefined,Teskerti.tn,Ad Tech and Creative Tech,2019,Sep-19,,"Teskerti.tn est une solution de billetterie électronique pour la vente de tickets en ligne, création de badges électroniques et gestion digitale des accès.",Karim Jelliti,n.a.,n.a.
undefined,Eventizer,Ad Tech and Creative Tech,2020,Dec-20,,"Eventizer fournit des solutions et des outils multiplateformes via sa plateforme Web et ses applications pour faciliter l'organisation d'événements et de congrès à grande échelle, qu'ils soient en ligne, sur site, hybrides ou immersifs pour les agences événementielles et les organisateurs d'événements",Jamoussi AhmedJihed BouguerraYassine AbbesOussema Samet,n.a.,n.a.
undefined,Edutest,EdTech,2019,Mar-20,,Edutest est une platforme en ligne qui aides les jeunes a apprener l'anglais et trouvez des opportunites avec bourse a l'etranger,Saeed ZarroukImen Yahyaoui,n.a.,n.a.
undefined,Xchange,Fintech,2021,Mar-21,,Dev2Dev est spécialisée dans le développement de système d'informations. Dev2Dev se consacre à la digitalisation des processus métier grâce à des solutions innovantes dans le domaine managerial et financier.,Mohamed DebbabiIsmail Talbi,n.a.,n.a.
undefined,Youth Hub,EdTech,2019,Mar-20,,Youth Hub est un Hub d'Entrepreneuriat et de Design pour les enfants âgés de 6 à 18 ans.,Achref MattarSalsabil Thabti,achref@youthhub.community,21814785
undefined,Deepvolt,Mobility,2021,Apr-22,,"DeepVolt permet une planification intelligente, rapide et à moindre coût des stations de recharge pour véhicules électriques (SRVE) grâce à des solutions d'intelligence artificielle.",Karem ChattiTarek KeskesOussama Chelly,n.a.,n.a.
undefined,Intigrow,Mobility,2019,Nov-19,,"Intigrow est une plateforme digitale offrant les services de mobilité, de logistique et de m-payment",Bassem Bouguerra,n.a.,n.a.
undefined,Klink,Ad Tech and Creative Tech,2020,Aug-20,,"Klink est une plateforme de Booking artistique, qui permettra la mise en relation entre les artistes et les organisateurs d'événements.",Sherazade AmousSendy ZardiHichem ZidiZied Hagui,n.a.,n.a.
undefined,Save The Plate,Environment,2025,Jul-25,,"Save the Plate est une plateforme de réduction du gaspillage alimentaire reliant restaurants, consommateurs et ONG, proposant des repas excédentaires à prix réduits. Elle favorise la durabilité, soutient les communautés locales et aide les entreprises à limiter leurs déchets tout en offrant des repas abordables.",Dhia Eddine ZouariSarra Soussiahadil yahyaoui,n.a.,n.a.
undefined,Dash Sports,Wellness,2024,Mar-25,,null,melek chakchoukJawhar Ben SalemHatem HalouaniBilel Ben atitallah,n.a.,n.a.
undefined,MSS GROUP,Business Software and services,2020,Sep-21,,"MSS GROUP se spécialise dans le développement de solution IT, de gestion, de contrôle, de maintenance et d'installation à distance des caisses enregistreuses",Michela LUCIFEROOttavio Lucifero,n.a.,n.a.
undefined,LA FIBRE ARTISANALE,Commerce and shopping,2015,Mar-21,,"Lista International a pour vocation le lancement et le développement de marques d’objets de décoration issus de l’artisanat tunisien, et revisités par des designers tunisiens",Khaled Ben BrahimSamia Cherif,n.a.,n.a.
undefined,Gelivro,Business Software and services,2021,Aug-21,,"Gelivro est une plateforme SaaS qui garantit la facturation, le contrôle et le suivi de la livraison et les livreurs. Ils fournissent une expérience qui combine la facturation et la livraison.",Ramzi HouidiRim Harabi,n.a.,n.a.
undefined,Digital2Value,Business Software and services,2019,Feb-20,,"Digital2Value is a platform accelerating digital transformation of SMEs by connecting them with full ecosystem of consultants, development organizations and digital solutions.",Foued ManaaAmel SaidaneNadim Kharraz,n.a.,n.a.
undefined,Kinko,TravelTech,2020,Feb-22,,"Kinko est une plateforme de réservation en Real Time entre Hôtels / Maisons d'hôtes et Agences de voyages.
 
 Nous aidons les Hôtels / Maisons d'hôtes à :
 - Booster leurs ventes en digitalisant le processus de réservation.
 - Améliorer et optimiser leur stratégie de distribution.
 - Sécuriser les transactions de réservation des chambres via notre kit de paiement en ligne intégré.
 
 Nous offrons aux Agences de voyages :
 - Un accès gratuit et une mise en relation directe avec les Hôtels et les Maisons d'Hôtes
 - Les meilleurs prix du marché avec la disponibilité en temps réel.
 
 Kinko est une marque de Dynamic Rate Solutions fournisseur de solutions technologiques de gestion des réservations pour le secteur hôtelier.",Bilel BarouniNoureddine Ben TaharMohamed Bilel KedidiAtef Turki,bilel.barouni@kinkobooking.com,21629850065
undefined,Xtendplex,Business Software and services,2015,Mar-20,,Xtendplex est un algorithme capable de faciliter l'interaction entre l’être humain et l’objet d’une manière transparente et intuitive.,Ahmed Ben HamoudaHassan Cheriha,n.a.,n.a.
undefined,WeMove,Wellness,2020,Oct-20,,WeMove est une marketplace fitness qui propose à ses utilisateurs d'accéder à un large choix de cours de sport dans un réseau de salles partenaires.,Mariem SellamiHichem Ben HmidaMohamed KhelilMejdi Mbarek,n.a.,n.a.
undefined,Seabex,Agritech,2021,Jul-21,,"Seabex développe des solutions intelligentes pour une agriculture durable et raisonnée. Ils offrent une plateforme qui permet de fournir des préconisations d’irrigation sur mesure et fondée sur la compilation de données de sources diverses, exécutables automatiquement pour une meilleure productivité et une meilleure gestion des ressources. Ce qui garanti une constance optimale dans la production et l’approvisionnement.",Amira CheniourInes HamidaTaher Mestiri,n.a.,n.a.
undefined,VME Internationale,Business Software and services,2019,Jan-20,,"Notre objectif est de mettre le digital au service du bien être collectif.                              VME Internationale est une plateforme (web et mobile) de ""Gestion des syndics de copropriétés"" pour mettre le digital au service du bien être collectif.",Foued Ben BabisMontassar Gharssa,n.a.,n.a.
undefined,IsOne Hr,Business Software and services,2025,Mar-25,,test,Meryam BoughzalaLouay AtouiBilel Ben salem,n.a.,n.a.
undefined,Arion,Fintech,2018,May-20,,"Éditeur de solutions SaaS spécialisées dans la transformation digitale et l'intelligence artificielle au service du commerce spécialisé, des intermédiaires retails et du banking.",Ahmed Gharbi,n.a.,n.a.
undefined,Livrina,Mobility,2020,Aug-21,,"Livrina est un réseau permettant de livrer à domicile de la nourriture (fast-food, pâtisseries...) et d’autres produits (maquillage, électronique, meubles…) autour de Kasserine.",Mohamed Fares Ghodhbani,n.a.,n.a.
undefined,HSWARE,Advanced Manufacturing & Robotics,2023,Aug-23,,"Développement des agents pilotés par l'intelligence artificielle qui sont capable de :
 - Exécuter des tâches planifiées
 - Collecter et d’envoyer des données en temps réel à partir des capteurs
 - Prendre des mesures correctives
 - Générer des alertes et des notifications
 L'agent se compose de deux parties :
 - Une partie hardware (carte électronique)
 - Une partie software (algorithme de pilotage et d'intelligence artificielle)",Chaker TrabelsiImen Jridi,contact.coadis@gmail.com,(+216)97447772
undefined,Lightency,Fintech,2019,Nov-19,,"Lightency développe une plateforme d'échange d'électricité entre particuliers, et rassemble toutes les parties prenantes du secteur sur la même plateforme afin de réduire les coûts",Jaafar SaiedMohamed MnifBoubaker Selmi,n.a.,n.a.
undefined,WaveOn,Mobility,2022,May-22,,null,Houssem OUALI,n.a.,n.a.
undefined,WONDER WORK,Business Software and services,2020,Dec-20,,WONDER WORK propose des solutions de marketing innovantes et des réductions exceptionnelles chez tous ses partenaires nationaux et internationaux à travers des cartes privilèges.,Yamina Rachdi,n.a.,n.a.
undefined,Consulti,Business Software and services,2019,Mar-20,,Consulti.Tn est une plateforme web & mobile de mise en relation B2B et facilitation de vente et d'achat d’équipements /services industriels en Tunisie.,Ala Eddine Jalel,n.a.,n.a.
undefined,Revampr,Business Software and services,2022,Jun-22,,Revampr est une start-up spécialisée dans les solutions basées sur l'Intelligence Artificielle pour la transcription des documents.,Firas Ben AbidMarwen SallemAdnen SaadaouiAdnen Somai,contact@revampr.com,21620373270
undefined,Paypos Tunisie,Fintech,2014,Apr-19,,"Développement de solutions monétiques innovantes et dans la digitalisation des services bancaires et financiers compatibles (PCI-DSS, EMV…).",Khatib Chakchouk,n.a.,n.a.
undefined,Drone Bee Solution,Advanced Manufacturing & Robotics,2021,Aug-21,,"Drone Bee Solution offrent des drones intelligents qui permettent la pollinisation des palmiers, la pulvérisation des pesticides et la surveillance phytosanitaire.",Mayssa KarchoudNadhmi AmaraAladin KhantouchHaytham Khemakhem,n.a.,n.a.
undefined,La relation client à l’ère du digital,Business Software and services,2020,Apr-20,,Go Mybiz offre une suite de logiciels de gestion de la relation clients qui permettent aux TPE/PME de digitaliser leur « parcours client » de bout en bout et en omnicanal.,Mohamed Achraf GabsiYassine TouatiSofiene DjaitMehdi Touati,info@gomybiz.co,21671100110
undefined,Jemolio,Consumer products and services,2021,Jan-23,,Production et conditionnement de l huile d'olive extra vierge dans l'emballage du Bag In Box dans une contenance de 3L et L,Malek LamineKarim SnoussiMalek Ben Mbarek,n.a.,n.a.
undefined,Irbe7,EdTech,2022,Jun-22,,"Irbe7 se veut une plateforme all in one d'informations, d’apprentissage et de partage qui aide la nouvelle génération d’investisseurs à générer des gains réguliers sur les marchés financiers ( actions, forex, crypto …).",Mannana DbibiAnis HabibiAymen Bouhlel,anis.habibi@irbe7.com,24228226
undefined,Hayat Tech,HealthTech,2022,Feb-22,,L'entreprise Hayat Tech est spécialisée dans le développement des dispositifs médicaux connectés.,Mohamed Amine BensalemMohamed KharratAhmed Yassine Bensalem,n.a.,n.a.
undefined,TUNISIE MATÉRIEL ROULANT,Business Software and services,2018,May-19,,"LE PORTAIL TMR est un portail pour le service et l'exploitation, c'est une solution de marketing digital qui aide les entreprises à mieux se référencer.",Amel BesbesKais Laaribi,n.a.,n.a.
undefined,KWIN.,Consumer products and services,2020,Oct-20,,"KWIN offre une setup box intelligente qui permettra aux utilisateurs de la télé d'accéder à un univers de divertissement, de travail et de gaming.",Sahli HoussemSonia Othman,n.a.,n.a.
undefined,PreempTix,Security,2025,Nov-25,,null,Khaled BEN DRISSKhalil Bendriss,n.a.,n.a.
undefined,robotdot,Advanced Manufacturing & Robotics,2021,Nov-21,,"robotdot est un robot intelligent, autonome et mobile dédié aux industries de semiconducteur, il automatise et optimise les tests sur les composants.",Mohamed Ghazi Baccouchehabib gafsi,n.a.,n.a.
undefined,HyO-Tec,Environment,2022,Jul-22,,"HyO-tec a pour objectifs fondamentaux la fabrication des générateurs d'hydrogène et d'oxygène, la conversion et le stockage des énergies renouvelables, en fabriquant des systèmes de stockage d'énergie évolutifs, et ses composants, basés sur la production et le stockage d'hydrogène vert.",Bilel GASSARAKais JamoussiNabil KECHAOUMounir TRABELSIFatma MELLOULI,bilel.gassara@hyo-tec.com,+216 21273360
undefined,Prefabulous,Environment,2016,Feb-20,,Prefabulous est un système constructif préfabriqué modulaire 100% bois standardisé.,Malik NouiraDonia Ben Nasr,n.a.,n.a.
undefined,SESAMm,Fintech,2019,Jun-21,,SESAMm opère dans la Fintech et se spécialise en Big Data et l'Intelligence Artificielle pour l’investissement.,Pierre RinaldiSylvain ForteFlorian Aubry,n.a.,n.a.
undefined,Above Creation,Business Software and services,2020,Feb-22,,"ABOVE Creation, utilise la technologie de réalité augmentée pour créer des plateformes qui aident les marques à vendre plus et à réduire leurs retour produits.",Ahmad Melki,n.a.,n.a.
undefined,EATISY,Business Software and services,2020,Nov-20,,Eatisy est une solution web et mobile pour passer commande dans un endroit Food & beverage en ligne en assurant la visibilité pour le client sur l'état de sa commande.,Walid BaltagiHamed BaltagiChekib ChakrounChedi Chakroun,n.a.,n.a.
undefined,4InA Technologie,Environment,2020,Dec-20,,4InA technologie est une entreprise spécialisée dans le développement des solutions d’intelligence artificielle. Notre premier axe est le développement des systèmes de télégestion d’énergie électrique pour les industries.,Sabri MhimdiZribi Hinda,n.a.,n.a.
undefined,Gloristory,Ad Tech and Creative Tech,2022,Apr-23,,"Gloristory est une jeune maison d'édition tunisienne, spécialisée dans la création de jeux de société engagés et hybrides, qui met en avant des thématiques variées et sensibilise à des sujets d'actualité de manière ludique et inclusive.",Héla MajdoubAfef Majdoub,n.a.,n.a.
undefined,Iowaves,Environment,2015,Jan-20,,IoWaves vise la gestion de l'énergie et la réduction du gaspillage des ressources.,Amine Rahmouni,n.a.,n.a.
undefined,Ostool,Mobility,2020,Feb-22,,"Ostool est une solution de gestion de flotte, géolocalisation des véhicules en temps réel, reporting est prédiction intelligente des pannes.",Ahmed Adnene AissiKhameis El HichriMehdi MaadiWalid Ben AliEslem Touhami,n.a.,n.a.
undefined,D-WEE,HealthTech,2020,Dec-20,,D-WEE est une start-up spécialisée dans le développement des équipements médicaux et spécialement les machines de respiration.,Mohamed MabroukNemine MarzoukiTaha GrachBassem Mlayah,n.a.,n.a.
undefined,Wimbee,Business Software and services,2021,Aug-21,,"Wimbee Product est une plateforme qui permet de relever les défis des industries via une innovation technologique majeure dans la Data. Aller au-delà des analyses classiques et créer une dynamique collaborative autour des indicateurs de performance. Partager de manière intuitive et naturelle les informations, avec la contribution des concernée pour gérer des plans d'actions, les suivre et de les historiser.",Neila Benzina,n.a.,n.a.
undefined,Wanavaa,TravelTech,2020,Feb-21,,"WANAVAA est une plateforme communautaire de réservation d'activités, d'aventure et de sports extrêmes en Tunisie",Mohamed Ali HaddadMohamed Amine GharbiSami Essid,n.a.,n.a.
undefined,SMEK'S,Mobility,2020,Jun-20,,"Smek’s est une plateforme B2B de transport touristique terrestre , doté d’un logiciel intelligent et spécifique pour la gestion , suivi et partage des ressources matérielles, humaines et les services, entre tous les intervenants du secteur.",Mohamed Ben HammedSonia Larbi,n.a.,n.a.
undefined,Vife,HealthTech,2021,Mar-21,,"Vife développe une solution pour les malvoyants les aidant à devenir plus autonomes: un boitier capteur couplé a des écouteurs et intégrant une caméra, un GPS et différents capteurs",Rania FakhfakhEmna SouidMarwa Hannachi,n.a.,n.a.
undefined,Atome Academy,EdTech,2023,Feb-24,,null,Zeidoun MeksiAdnen SomaiJawhar MtarJOUDI YASSER,n.a.,n.a.
undefined,Deliv's,FoodTech & New Food,2021,Oct-21,,"Deliv's est une plateforme de livraison de repas, à travers notre site web ou une application mobile",Sinda Bououn,n.a.,n.a.
undefined,Mon Ingénieur Express,Business Software and services,2022,Dec-22,,"Mon Ingénieur Express est une plateforme de recrutement d'ingénieurs en télétravail, qui associe l'expertise métier aux nouvelles technologies. Elle permet de RECRUTER DES INGÉNIEURS À DISTANCE de façon très  simple. ET À DES TARIFS 50% MOINS ÉLEVÉS QU’EN Europe.",Mohamed Moatez JendoubiFrederic Delahaigue,med.moatez.benmedien@gmail.com,58133669
undefined,elprojet,EdTech,2021,May-21,,"El projet produit des kits électroniques complets, ciblant les élèves de tous les niveaux, fabriqué en majorité en carton. Conçue d'une manière facilitant à l'élève la construction de son propre projet technique",Akram Mrad,n.a.,n.a.
undefined,wireless services,Mobility,2019,May-20,,"les applications WISER sont des applications digitale de mise en relation entre:                              1. passagers et chauffeurs de taxis                              2. fournisseur des produits (restaurant, supermarché, boutique ....) et les clients",Majdouline MansourMajed Jabri Sahbi Mansour,n.a.,n.a.
undefined,AVOPRO,Business Software and services,2020,Dec-20,,AvoPro est une plateforme pour la gestion des cabinets d'avocats et mettre en relation avec les clients à travers un annuaire et un forum,Hamza GassemHatem HamdiAbdel Karim Ben Abdel Malek,n.a.,n.a.
undefined,VIRGIN,Environment,2021,May-21,,"BOS Blaster Ozone solutions conçoit, fabrique et commercialise des purificateurs par ozone qui permettent de désinfecter l’air et les surfaces (éliminer tous types de micro-organismes) . Le purificateur se veut autonome (par batterie) et tournant à 360°",Ahmed Aziz ChakerMourad Chaker,n.a.,n.a.
undefined,FAZA,Ad Tech and Creative Tech,2018,Nov-21,,"Média Tunisien, vidéo diffusé exclusivement sur les réseaux sociaux, qui produit des formats parfaitement optimisés pour engager et convertir sur les médias sociaux.",Zahra Jenane,n.a.,n.a.
undefined,FoundPad,Business Software and services,2019,Sep-19,,"FoundPad provide products & services that help founders, product managers, investors, accelerators, incubators, and innovative organizations streamline their process.",Mehdi NakouriHazem Mhiri,n.a.,n.a.
undefined,Gigsdesk,Business Software and services,2022,Jun-23,,"Gigsdesk, le produit phare de la société LGGU, est une plateforme de freelance utilisant l'IA en matching. Trouvez les projets idéaux qui correspondent à vos compétences grâce à cette innovation de pointe. Boostez votre carrière freelance avec Gigsdesk dès aujourd'hui !",Koussay NoomeneIyed GhribiNabil Amara,contact@gigsdesk.com,21690771900
undefined,PROTABAR,FoodTech & New Food,2021,Nov-21,,"Une barre healthy sans gluten, sans sucre ajouté, sans conservateur, sans aucun additif avec une DLC de 9 mois .",Walid Trabelsi,n.a.,n.a.
undefined,HOPE HORIZON,HealthTech,2020,Mar-21,,"Hope horizons développe le produit ANNA, composé de 4 modules: COVID 19 prediction, Emergency diagnosis, Medical prescription et Non Invasive Ventilation (VNI) Optimization. ANNA est un ensemble de modules basés sur l'AI et qui visent à réduire le risque d'erreur humaine.",Raouf Ben AissaYoussef Zied ElhechmiMohamed Aziz BelaweidMohamed Wassim BenzartiNajla Ghrairi,n.a.,n.a.
undefined,Smart Farm,Agritech,2018,Sep-19,,"Smart Soft PRO est une société d’ingénierie spécialisée dans le développement de solutions technologiques sur mesure spécialement au secteur agricole basées sur l’IoT. Software, Hardware, Robotique et Drone.",Bechir Ben BrikaHamza Khechine,n.a.,n.a.
undefined,appro.tn,Mobility,2019,Sep-19,,Appro.Tn est une plateforme en ligne qui permet aux commerçants de passer des commandes a tous leurs fournisseurs avec l'assistance d'une intelligence artificielle,Slim AmamouNabegh Bechir HatiraHassen Marzouki,n.a.,n.a.
undefined,Pwn & Patch,Security,2021,Nov-21,,"Oktoboot est une plateforme de veille sur la sécurité, elle permet de monitorer le dark web et de scanner en continues les differents data leaks qu'il contient.",rim ben brahimOussama Lessis,n.a.,n.a.
undefined,Vitalight LAB,HealthTech,2014,Apr-19,,Laboratoire unique à la frontière entre la biotechnologie marine et formulation soins dermo-cosmétiques naturels&raffinés à l’aide des actifs stabilisés à haute efficacité.,Ilyes GoujaKhaoula ben Slimane,n.a.,n.a.
undefined,DOMODAR,Business Software and services,2016,May-19,,"Domodar est spécialisée dans le développement, conception et fabrication de solutions complètes pour la domotique sans fil et le Smart Farming.",Rochdi ZaghdaneWalid Dhifallah,n.a.,n.a.
undefined,Sougui,Commerce and shopping,2022,Dec-22,,"Sougui est une Marketplace tunisienne qui cherche à répondre aux besoins des clients qui aspire à consommer tunisien, notamment dans l’optique d’une incitation à la consommation locale en mettant à la disposition de nos clients une multitude de produits artisanaux , fait main et de qualité   à prix abordables et qui vise à les exporter à l'étranger afin de  créer des solutions transformatrices pour l'écosystème du commerce tunisien tout en contribuant à un changement social et environnemental positif.",Hamza JabnouniAbderraouf AchouchAlaeddine Abidi,contact@sougui.tn,50797187
undefined,Symmetryk,Business Software and services,2012,Apr-19,,"Symmetryk : Une plateforme d'échange de documents entre le siège, filiales et les équipes sur le terrain.",Khaled FradRamzi Mrad,n.a.,n.a.
undefined,QualiMaker,Business Software and services,2024,May-24,,null,Mehdi ZAABAR,n.a.,n.a.
undefined,WeRebase,EdTech,2021,Jun-21,,"Une plateforme de pratique sur des projets, de valorisation de profils et d'accès aux offres de stages/emplois pour les étudiants (et jeunes diplômés).",Ghaleb Ben AliKarim Daghari,n.a.,n.a.
undefined,Urban green,Agritech,2020,Oct-21,,"Urban Green est spécialisée en agriculture urbaine, qui propose des solutions clé en mains de production locale, pour participer à la transformation des villes et du mode de vie urbain des citadins.",Malek HamoudaHamed Baltagi,n.a.,n.a.
undefined,Pedago,EdTech,2023,Feb-24,,"Pedago est une plateforme propulsée par l'intelligence artificielle, spécifiquement conçue pour le secteur éducatif. Notre ambition est de transformer radicalement l'approche pédagogique en fournissant une solution hautement personnalisée aux élèves, aux enseignants et aux institutions éducatives.",Helmi BenameurFares GaidaSofiene GharbiAhmed BerredEl Montassar Belleh Gaidamohamed amine GhazouaniWassim Affes,support@pedago.ai,33767579522
undefined,NovaTEK Solution,Agritech,2020,Mar-20,,Développement de solutions innovantes robotiques et IoT intégrées de monitoring en temps réel destinés a l'agriculture et la gestion énergétique.,Safa BouhajerKarim BoughanmiIlyes Karma,n.a.,n.a.
undefined,CUIDA,Business Software and services,2021,Feb-22,,"Une plateforme qui permet la digitalisation des métiers de physiothérapie grâce à a gestion de centre, la numérisation des fiches patients et gestion de documents",Kamel SANAIYousri FILALIMajdi SIDAOUIFARHAT AKROUTHoussem eddine SANAIWalid ZAGHDOUDAmel saif ennasserAmeni Jebahi,n.a.,n.a.
undefined,FARKITO,FoodTech & New Food,2021,Jan-22,"<a target=""_blank"" href=""https://www.farkito.com/"""" >",Farkito est un marketplace des restaurants/plats qui affiche des réductions et des promotions des plats par palier.,Omar Kennou-Ali Frad-Mohamed Guirat-Nada Hadrich,n.a.,n.a.
undefined,QUERMES,Advanced Manufacturing & Robotics,2020,Mar-20,,"QUERMES développe des solutions IOT supervisées par un Manufacturing Execution System qui permet aux entreprises manufacturières la maîtrise de la consommation, la qualité, la productivité et la traçabilité procurant une visibilité sur les opérations en temps réel aux industriels.",Karim SellamiFaiz Baccour,n.a.,n.a.
undefined,BIESSA AUTO,Commerce and shopping,2019,Dec-21,,Biessa Auto est une plateforme market place de vente en ligne de pièces de rechange autos dotée de trois moteurs de recherches.,Sahli SoniaAhmed Sahli,n.a.,n.a.
undefined,KYUFI,Consumer products and services,2013,Mar-20,,L'activité de KYUFI consiste en la fabrication d'un thé soluble 100% naturel et 100% authentique à partir d'un procédé de production totalement innovant.,Tarek TALBI,n.a.,n.a.
undefined,wiTrade,Commerce and shopping,2020,Dec-20,,wiTrade est une marketplace qui connecte les vendeurs Tunisiens aux acheteurs internationaux et joue le rôle d'un canal de vente et de distribution,Meriem Nebtizaineb nebtiTaha Nebti,n.a.,n.a.
undefined,ProsperUs,Fintech,2018,Jun-20,,"ProsperUs is a cutting edge digital transactions platform built to enable instant, secure, frictionless, and low-cost peer-to-peer value exchange, leveraging digital assets and blockchain technology. It's international tunisian fintech based in London, Dubai and Tunis, working with seven major strategic partners in four different countries and operating in three continents",Walid Driss,n.a.,n.a.
undefined,Kinko,Commerce and shopping,2020,Feb-22,,Kinko est une Marketplace qui propose une solution de gestion de réservation destinée aux établissement touristiques afin de les aider à maximiser leur gains en gérant d'une manière dynamique le stock et les prix de vente.,Bilel BarouniNoureddine Ben TaharMohamed bilel KedidiAtef Turki,bilel.barouni@kinkobooking.com,21629850065
undefined,On hand Apps,Business Software and services,2021,Jan-22,,"On Hand Apps développe et commercialise des applications utilitaires simples et pratiques qui permettent notamment de localiser des airpods perdus, imprimer, scanner et signer des documents",Foued Amiri Malek Amiri,n.a.,n.a.
undefined,khalta,Ad Tech and Creative Tech,2017,May-20,,"Khalta est un atelier de design fondée en 2017 par deux jeunes architectes Designer: Molka AYADI et Imen FARAH.                              Nous concevons et fabriquons des articles de décoration, du mobilier, des luminaires à base d’un mélange spécial de béton fibré.                              Notre fabrication est 100% tunisienne réalisée dans notre atelier.",Molka AyadiImen Farah,n.a.,n.a.
undefined,ARTY COLLECTION,Commerce and shopping,2021,Sep-21,,ARTY COLLECTION est une plateforme qui simplifie l’achat d’art et offre aux artistes les outils de communication pour leurs promotions et la vente de leurs œuvres.,ymen matri,n.a.,n.a.
undefined,WIN NOW,Ad Tech and Creative Tech,2021,Feb-22,,Win Now est une plateforme qui regroupe et organise les jeux concours en Tunisie.,Nesrine WelheziNizar Welhazi,n.a.,n.a.
undefined,ROBOGRAF,Ad Tech and Creative Tech,2018,Aug-20,,Robograf est un système d'exploitation de borne photo connectée sur les réseaux sociaux pour la gestion événementiel.,Ismail Benmiled,n.a.,n.a.
undefined,Comporoll,Environment,2022,Jul-22,,Comporoll est une start up qui propose une de vivre une expérience facile et agréable dans la transformation des déchets organique en Compost.,Ghalia DamakMohamed Dammak,contact@comporoll.com,n.a.
undefined,Papritech,Advanced Manufacturing & Robotics,2021,Jul-21,,Papritech propose des solutions innovantes pour les musiciens. Les produits proposés sont des systèmes embarqués combianant l'électronique et l'informatique.,Ibrahim JlassiHoussem Chaabani,contact@papritech.com,21620169658
undefined,HealUp,HealthTech,2016,Sep-19,,Healup is aiming to improve patient adherence to treatment and reduce the cost of medication.,Issam EzzeddineImed EzzeddineBadi Bouteraa,n.a.,n.a.
undefined,PolyPath HealthTech Company,Mobility,2022,Aug-22,,null,Karim KachouriSalem ABDESSALEMMohamed ZegdeneNejah Ben Nasrallah,n.a.,n.a.
undefined,MicroAcess,Mobility,2020,Mar-21,,Développement de l'application Go Dispatch qui permet aux utilisateurs de distribuer et recevoir des courses via la mise en relation entre chauffeurs.,Aymen ZouaouiKais ZouaouiImen Ben NsirMarwa Mejri,n.a.,n.a.
undefined,Link 2 Grow Network,Business Software and services,2023,Jan-24,,Plateforme de mise en relation franchiseur - franchisé,Rym AyariWalid Ayari,agora@planet.tn,55433111
undefined,2BK Innovation,Environment,2020,Aug-21,,"2BK Innovation propose des solutions de tracking adaptées aux besoins des entreprises et des organismes publiques, à travers Clean 8 qui permet aux communes la gestion optimale de l’activité de propreté, le tracking des ressources et la facilitation de la relation avec les citoyens.",Mehdi BoudhraaOmar Khalfet,n.a.,n.a.
undefined,Eddium Platinuim,Ad Tech and Creative Tech,2024,Nov-25,,null,Nasri AlaAniba Yosra,n.a.,n.a.
undefined,arsela,Business Software and services,2019,Aug-19,,Arsela vise à développer des plateformes intelligentes qui contribuent à l'amélioration de la qualité de vie de ses utilisateurs.,Ines HafiAchref Ben OuannesAhmed Ben Zineb,n.a.,n.a.
